0
//Type	Slot	Skill	Width	Height	Serial	Option	Drop	Name				Level	DmgMin	DmgMax	Speed	Dur	MgcDur	MgcRate	ReqLvl	ReqStr	ReqAgi	ReqEne	ReqVit	ReqCmd	None	DW	DK	FE	MG	DL	SU	RF
15	*	0	1	1	1	0	0	"Jewel of Chaos"		12	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1
16	*	0	1	1	1	0	1	"Orb of Fire Slash"		60	0	0	0	0	320	0	0	51000	0	0	0	1	0	0	0
17	*	0	1	1	1	0	1	"Orb of Penetration"		64	0	0	130	0	0	0	0	72000	0	0	1	0	0	0	0
18	*	0	1	1	1	0	1	"Orb of Ice Arrow"		81	0	0	0	0	0	258	0	195000	0	0	2	0	0	0	0
19	*	0	1	1	1	0	1	"Orb of Death Stab"		72	0	0	160	0	0	0	0	85000	0	2	0	0	0	0	0
21	*	0	1	2	1	0	1	"Scroll of FireBurst"		74	0	0	0	20	0	0	0	115000	0	0	0	0	1	0	0
22	*	0	1	2	1	0	1	"Scroll of Summon"		98	0	0	0	34	0	0	400	375000	0	0	0	0	1	0	0
23	*	0	1	2	1	0	1	"Scroll of Critical Damage"	82	0	0	0	25	0	0	300	220000	0	0	0	0	1	0	0
24	*	0	1	2	1	0	1	"Scroll of Electric Spark"	92	0	0	0	29	0	0	340	295000	0	0	0	0	1	0	0
26	*	0	1	1	1	0	0	"Gem of Secret"			0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
30	*	0	1	1	1	0	0	"Bundled Jewel of Bless"	25	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
31	*	0	1	1	1	0	0	"Bundled Jewel of Soul"		30	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
32	*	0	1	1	1	0	0	"Red Ribbon Box"		0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
33	*	0	1	1	1	0	0	"Green Ribbon Box"		0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
34	*	0	1	1	1	0	0	"Blue Ribbon Box"		0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
35	*	0	1	2	1	0	1	"Scroll of Fire Scream"		102	0	0	0	32	0	0	70	300000	0	0	0	0	1	0	0
36	7	0	4	3	1	1	0	"Wing of Storm"			150	60	220	400	0	0	0	0	0	0	3	0	0	0	0	0
37	7	0	4	3	1	1	0	"Wing of Eternal"		150	45	220	400	0	0	0	0	0	3	0	0	0	0	0	0
38	7	0	4	3	1	1	0	"Wing of Illusion"		150	45	220	400	0	0	0	0	0	0	0	3	0	0	0	0
39	7	0	4	3	1	1	0	"Wing of Ruin"			150	55	220	400	0	0	0	0	0	0	0	0	3	0	0	0
40	7	0	2	3	1	1	0	"Cape of Emperor"		150	45	220	400	0	0	0	0	0	0	0	0	0	3	0	0
41	7	0	4	2	1	0	0	"Wing of Curse"			100	10	200	180	0	0	0	0	0	0	0	0	0	0	1	0
42	7	0	4	3	1	1	0	"Wing of Despair"		150	30	200	215	0	0	0	0	0	0	0	0	0	0	2	0
43	7	0	4	3	1	1	0	"Wing of Dimension"		150	45	220	400	0	0	0	0	0	0	0	0	0	0	3	0
44	*	0	1	1	1	0	1	"Crystal of Destruction"	100	0	0	220	0	0	0	0	380000	0	2	0	0	0	0	0
45	*	0	1	1	1	0	1	"Crystal of Multi-Shot"		100	0	0	220	0	0	0	0	380000	0	0	2	0	0	0	0
46	*	0	1	1	1	0	1	"Crystal of Recovery"		100	0	0	220	37	0	0	0	250000	0	0	2	0	0	0	0
47	*	0	1	1	1	0	1	"Crystal of Flame Strike"	100	0	0	220	0	0	0	0	380000	0	0	0	1	0	0	0
48	*	0	1	2	1	0	1	"Scroll of Chaotic Diseier"	100	0	0	220	16	0	0	0	380000	0	0	0	0	1	0	0
49	7	0	2	3	1	1	0	"Cloak of Warrior"		180	20	200	180	0	0	0	0	0	0	0	0	0	0	0	1
50	7	0	2	3	1	1	0	"Cape of Overrule"		150	45	220	400	0	0	0	0	0	0	0	0	0	0	0	3
60	*	0	1	1	1	0	0	"Seed (Fire)"			150	0	0	0	0	0	0	0	500000	1	1	1	1	1	1	1
61	*	0	1	1	1	0	0	"Seed (Water)"			150	0	0	0	0	0	0	0	500000	1	1	1	1	1	1	1
62	*	0	1	1	1	0	0	"Seed (Ice)"			150	0	0	0	0	0	0	0	500000	1	1	1	1	1	1	1
63	*	0	1	1	1	0	0	"Seed (Wind)"			150	0	0	0	0	0	0	0	500000	1	1	1	1	1	1	1
64	*	0	1	1	1	0	0	"Seed (Lightning)"		150	0	0	0	0	0	0	0	500000	1	1	1	1	1	1	1
65	*	0	1	1	1	0	0	"Seed (Earth)"			150	0	0	0	0	0	0	0	500000	1	1	1	1	1	1	1
70	*	0	1	1	1	0	0	"Sphere (Mono)"			102	0	0	0	0	0	0	0	100000	1	1	1	1	1	1	1
71	*	0	1	1	1	0	0	"Sphere (Di)"			122	0	0	0	0	0	0	0	150000	1	1	1	1	1	1	1
72	*	0	1	1	1	0	0	"Sphere (Tri)"			132	0	0	0	0	0	0	0	200000	1	1	1	1	1	1	1
73   	*   	0   	1   	1   	1   	1   	0   	"Sphere (Tetra)"         	142   	0   	0   	0   	0   	0   	0   	0   	250000  1  	1  	1  	1  	1  	1  	1
74   	*   	0   	1   	1   	1   	1   	0   	"Sphere (Penta)"         	152   	0   	0   	0   	0   	0   	0   	0   	300000  1  	1  	1  	1  	1  	1  	1
100	*	0	1	1	1	0	0	"Seed Sphere (Fire)"		1	0	0	0	0	0	0	0	1050000	1	1	1	1	1	1	1
101	*	0	1	1	1	0	0	"Seed Sphere (Water)"		1	0	0	0	0	0	0	0	1050000	1	1	1	1	1	1	1
102	*	0	1	1	1	0	0	"Seed Sphere (Ice)"		1	0	0	0	0	0	0	0	1050000	1	1	1	1	1	1	1
103	*	0	1	1	1	0	0	"Seed Sphere (Wind)"		1	0	0	0	0	0	0	0	1050000	1	1	1	1	1	1	1
104	*	0	1	1	1	0	0	"Seed Sphere (Lightning)"	1	0	0	0	0	0	0	0	1050000	1	1	1	1	1	1	1
105	*	0	1	1	1	0	0	"Seed Sphere (Earth)"		1	0	0	0	0	0	0	0	1050000	1	1	1	1	1	1	1
106	*	0	1	1	1	0	0	"Seed Sphere (Fire)"		2	0	0	0	0	0	0	0	1125000	1	1	1	1	1	1	1
107	*	0	1	1	1	0	0	"Seed Sphere (Water)"		2	0	0	0	0	0	0	0	1125000	1	1	1	1	1	1	1
108	*	0	1	1	1	0	0	"Seed Sphere (Ice)"		2	0	0	0	0	0	0	0	1125000	1	1	1	1	1	1	1
109	*	0	1	1	1	0	0	"Seed Sphere (Wind)"		2	0	0	0	0	0	0	0	1125000	1	1	1	1	1	1	1
110	*	0	1	1	1	0	0	"Seed Sphere (Lightning)"	2	0	0	0	0	0	0	0	1125000	1	1	1	1	1	1	1
111	*	0	1	1	1	0	0	"Seed Sphere (Earth)"		2	0	0	0	0	0	0	0	1125000	1	1	1	1	1	1	1
112	*	0	1	1	1	0	0	"Seed Sphere (Fire)"		3	0	0	0	0	0	0	0	1200000	1	1	1	1	1	1	1
113	*	0	1	1	1	0	0	"Seed Sphere (Water)"		3	0	0	0	0	0	0	0	1200000	1	1	1	1	1	1	1
114	*	0	1	1	1	0	0	"Seed Sphere (Ice)"		3	0	0	0	0	0	0	0	1200000	1	1	1	1	1	1	1
115	*	0	1	1	1	0	0	"Seed Sphere (Wind)"		3	0	0	0	0	0	0	0	1200000	1	1	1	1	1	1	1
116	*	0	1	1	1	0	0	"Seed Sphere (Lightning)"	3	0	0	0	0	0	0	0	1200000	1	1	1	1	1	1	1
117	*	0	1	1	1	0	0	"Seed Sphere (Earth)"		3	0	0	0	0	0	0	0	1200000	1	1	1	1	1	1	1
118	*	0	1	1	1	0	0	"Seed Sphere (Fire)"		4	0	0	0	0	0	0	0	1275000	1	1	1	1	1	1	1
119	*	0	1	1	1	0	0	"Seed Sphere (Water)"		4	0	0	0	0	0	0	0	1275000	1	1	1	1	1	1	1
120	*	0	1	1	1	0	0	"Seed Sphere (Ice)"		4	0	0	0	0	0	0	0	1275000	1	1	1	1	1	1	1
121	*	0	1	1	1	0	0	"Seed Sphere (Wind)"		4	0	0	0	0	0	0	0	1275000	1	1	1	1	1	1	1
122	*	0	1	1	1	0	0	"Seed Sphere (Lightning)"	4	0	0	0	0	0	0	0	1275000	1	1	1	1	1	1	1
123	*	0	1	1	1	0	0	"Seed Sphere (Earth)"		4	0	0	0	0	0	0	0	1275000	1	1	1	1	1	1	1
124	*	0	1	1	1	0	0	"Seed Sphere (Fire)"		5	0	0	0	0	0	0	0	1350000	1	1	1	1	1	1	1
125	*	0	1	1	1	0	0	"Seed Sphere (Water)"		5	0	0	0	0	0	0	0	1350000	1	1	1	1	1	1	1
126	*	0	1	1	1	0	0	"Seed Sphere (Ice)"		5	0	0	0	0	0	0	0	1350000	1	1	1	1	1	1	1
127	*	0	1	1	1	0	0	"Seed Sphere (Wind)"		5	0	0	0	0	0	0	0	1350000	1	1	1	1	1	1	1
128	*	0	1	1	1	0	0	"Seed Sphere (Lightning)"	5	0	0	0	0	0	0	0	1350000	1	1	1	1	1	1	1
129	*	0	1	1	1	0	0	"Seed Sphere (Earth)"		5	0	0	0	0	0	0	0	1350000	1	1	1	1	1	1	1
130	7	0	2	2	1	0	0	"Small Cape of Lord"		1	10	200	0	0	0	0	0	0	0	0	0	0	1	0	0
131	7	0	3	2	1	0	0	"Small Wing of Curse"		1	10	200	0	0	0	0	0	0	0	0	0	0	0	1	0
132	7	0	3	2	1	0	0	"Small Wings of Elf"		1	10	200	0	0	0	0	0	0	0	0	1	0	0	0	0
133	7	0	3	2	1	0	0	"Small Wings of Heaven"		1	10	200	0	0	0	0	0	0	1	0	0	1	0	0	0
134	7	0	3	2	1	0	0	"Small Wings of Satan"		1	20	200	0	0	0	0	0	0	0	1	0	1	0	0	0
135	7	0	2	2	1	0	0	"Small Cloak of Warrior"	1	15	200	0	0	0	0	0	0	0	0	0	0	0	0	1
136	*	0	1	1	1	0	0	"Bundled Jewel of Life"       	72	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
137	*	0	1	1	1	0	0	"Bundled Jewel of Creation"   	78	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
138	*	0	1	1	1	0	0	"Bundled Jewel of Guardian"   	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
139	*	0	1	1	1	0	0	"Bundled Gemstone"            	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
140	*	0	1	1	1	0	0	"Bundled Jewel of Harmony"    	25	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
141	*	0	1	1	1	0	0	"Bundled Jewel of Chaos"      	12	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
142	*	0	1	1	1	0	0	"Bundled Lower Refining Stone"	25	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
143	*	0	1	1	1	0	0	"Bundled Higer Refining Stone"	25	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
280	7	0	2	3	1	1	0	"Cloak of Death"		150	27	210	290	0	0	0	0	0	0	0	0	0	1	0	1
281	7	0	4	3	1	1	0	"Wing of Chaos"			150	46	210	290	0	0	0	0	0	0	2	0	1	0	0	0
282	7	0	4	3	1	1	0	"Wing of Magic"			150	37	210	290	0	0	0	0	0	2	0	0	1	0	2	0
283	7	0	4	3	1	1	0	"Wing of Life"			150	37	210	290	0	0	0	0	0	0	0	2	0	0	0	0
284	7	0	4	3	1	1	0	"Wing of Conqueror"		150	60	220	300	0	0	0	0	0	1	1	1	1	1	1	1
285	7	0	4	3	1	1	0	"Wing of Angel and Devil"	150	100	220	350	0	0	0	0	0	1	1	1	1	1	1	1
286	7	0	4	3	1	1	0	"Wing of Eternal"		150	45	220	400	0	0	0	0	0	1	1	1	1	1	1	1
287	7	0	4	3	1	1	0	"Wing of Easter"		150	45	220	400	0	0	0	0	0	1	1	1	1	1	1	1
//S13 LVL4 WINGS
414	7	0	4	3 	1	1	0	"Wings of Elysium"		153	0	220	800	0	0	0	0	0	3	0	0	0	0	0	0 
415	7	0	4	3 	1	1	0	"Wings of Flame God"		153	0	220	800	0	0	0	0	0	0	3	0	0	0	0	0 
416	7	0	4	3 	1	1	0	"Wings of Celestial Body"	153	0	220	800	0	0	0	0	0	0	0	3	0	0	0	0 
417	7	0	4	3 	1	1	0	"Wings of Annihilation"		153	0	220	800	0	0	0	0	0	0	0	0	3	0	0	0 
418	7	0	2	3 	1	1	0	"Cloak of Dominator"		153	0	220	800	0	0	0	0	0	0	0	0	0	3	0	0 
419	7	0	4	3 	1	1	0	"Wings of Other World"		153	0	220	800	0	0	0	0	0	0	0	0	0	0	3	0 
420	7	0	2	3 	1	1	0	"Cloak of Judgment"		153	0	220	800	0	0	0	0	0	0	0	0	0	0	0	3 
end

13
//Type	Slot	Skill	Width	Height	Serial	Option	Drop	Name				Level	Dur	Resist1	Resist2	Resist3	Resist4	Resist5	Resist6	Resist7	None	DW	DK	FE	MG	DL	SU	RF
0	8	0	1	1	1	0	1	"Guardian Angel"		23	255	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
1	8	0	1	1	1	0	1	"Imp"				28	255	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
2	8	0	1	1	1	0	1	"Horn of Uniria"		25	255	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
3	8	49	1	1	1	0	0	"Horn of Dinorant"		110	255	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
4	8	62	1	1	1	0	0	"Dark Horse"			218	255	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
5	1	0	1	1	1	0	0	"Dark Raven"			0	255	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
7	*	0	1	1	1	0	0	"Contract (Summon)"		0	255	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
8	10	0	1	1	1	1	1	"Ring of Ice"			20	50	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1
9	10	0	1	1	1	1	1	"Ring of Poison"		17	50	0	1	0	0	0	0	0	3	1	1	1	1	1	1	1
10	10	0	1	1	1	0	0	"Transformation Ring"		0	200	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
11	*	0	1	1	1	0	0	"Order (Guardian/Life Stone)"	0	255	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
12	9	0	1	1	1	1	1	"Pendant of Lighting"		21	50	0	0	1	0	0	0	0	2	1	1	1	1	1	1	1
13	9	0	1	1	1	1	1	"Pendant of Fire"		13	50	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1
14	*	0	1	2	1	0	0	"Loch's Feather"		78	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
15	*	0	1	1	1	0	0	"Fruits"			0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
16	*	0	1	2	1	0	0	"Scroll of Archangel"		0	128	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
17	*	0	1	2	1	0	0	"Blood Bone"			0	128	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
18	*	0	2	2	1	0	0	"Invisibility Cloak"		0	255	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
19	*	0	1	2	1	0	0	"Absolute Archangel Weapon"	0	255	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
20	10	0	1	1	1	0	0	"Wizard Ring"			0	30	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
21	10	0	1	1	1	1	1	"Ring of Fire"			30	50	0	0	0	1	0	0	0	2	1	1	1	1	1	1	1
22	10	0	1	1	1	1	1	"Ring of Earth"			38	50	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1
23	10	0	1	1	1	1	1	"Ring of Wind"			44	50	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1
24	10	0	1	1	1	1	1	"Ring of Magic"			47	50	0	0	0	0	0	0	0	2	1	1	1	1	1	1	1
25	9	0	1	1	1	1	1	"Pendant of Ice"		34	50	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1
26	9	0	1	1	1	1	1	"Pendant of Wind"		42	50	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1
27	9	0	1	1	1	1	1	"Pendant of Water"		46	50	0	0	0	0	0	0	1	3	1	1	1	1	1	1	1
28	9	0	1	1	1	1	1	"Pendant of Ability"		50	50	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
29	*	0	2	2	1	0	0	"Armor of Guardsman"		0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
30	7	0	2	3	1	0	0	"Cape of Lord"			180	200	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
31	*	0	1	1	1	0	0	"Spirit"			0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
32	*	0	1	1	1	0	0	"Splinter of Armor"		0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
33	*	0	1	1	1	0	0	"Bless of Guardian"		0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
34	*	0	1	1	1	0	0	"Claw of Beast"			0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
35	*	0	1	1	1	0	0	"Fragment of Horn"		0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
36	*	0	2	2	1	0	0	"Broken Horn"			0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
37	8	0	2	2	1	0	0	"Horn of Fenrir"		300	255	0	0	0	0	0	0	0	0	2	2	2	1	1	2	1
38	10	0	1	1	1	0	0	"Moonstone Pendant"		21	120	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
39	10	0	1	1	1	0	0	"Eilte Transfer Skeleton Ring"	10	255	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
40	10	0	1	1	1	0	0	"Jack Olantern Ring"		10	255	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
41	10	0	1	1	1	0	0	"Transfer Christmas Ring"	1	100	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
42	10	0	1	1	1	0	0	"Ring of GM"			0	255	255	255	255	255	255	255	255	0	1	1	1	1	1	1	1
43	10	0	1	1	1	0	0	"Seal of Ascension"		0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
44	10	0	1	1	1	0	0	"Seal of Wealth"		0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
45	10	0	1	1	1	0	0	"Seal of Sustenance"		0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
46	*	0	1	1	1	0	0	"Devil Square Ticket"		0	10	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
47	*	0	1	1	1	0	0	"Blood Castle Ticket"		0	10	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
48	*	0	1	1	1	0	0	"Kalima Ticket"			0	10	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
49	*	0	1	1	1	0	0	"Old Scroll"			0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
50	*	0	1	2	1	0	0	"Illusion Sorcerer Covenant"	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
51	*	0	2	2	1	0	0	"Scroll of Blood"		0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
52	*	0	1	2	1	0	0	"Condor Flame"			0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
53	*	0	1	2	1	0	0	"Condor Feather"		0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
54	*	0	1	1	1	0	0	"Reset Fruit Strength"		0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
55	*	0	1	1	1	0	0	"Reset Fruit Quickness"		0	100	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
56	*	0	1	1	1	0	0	"Reset Fruit Health"		0	100	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
57	*	0	1	1	1	0	0	"Reset Fruit Energy"		0	100	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
58	*	0	1	1	1	0	0	"Reset Fruit Control"		0	100	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
59	*	0	1	1	1	0	0	"Seal of Mobility"		0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
60	*	0	1	2	1	0	0	"Indulgence"			0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
61	*	0	1	1	1	0	0	"Illusion Temple Ticket"	0	10	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
62	*	0	1	1	1	0	0	"Seal of Healing"		0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
63	*	0	1	1	1	0	0	"Seal of Divinity"		0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
64	8	0	1	1	1	0	0	"Demon"				28	255	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
65	8	0	1	1	1	0	0	"Spirit of Guardian"		28	255	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
66	*	0	1	1	1	0	0	"Invitation to Santa Village"	0	10	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
67	8	0	1	1	1	0	0	"Pet Rudolf"			28	255	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
68	10	0	1	1	1	0	0	"Snowman Transformation Ring"	10	100	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
69	*	0	1	1	1	0	0	"Talisman of Resurrection"	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
70	*	0	1	1	1	0	0	"Talisman of Mobility"		0	2	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
71	8	0	2	3	1	0	0	"Sword/Mace/Spear"		0	255	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
72	8	0	2	3	1	0	0	"Staff"				0	255	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
73	8	0	2	3	1	0	0	"Bow/Crossbow"			0	255	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
74	8	0	2	3	1	0	0	"Scepter"			0	255	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
75	8	0	2	3	1	0	0	"Stick"				0	255	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
76	10	0	1	1	1	0	0	"Panda Ring"			0	255	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
80	8	0	1	1	1	0	0	"Pet Panda"			0	255	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
81	*	0	1	1	1	0	0	"Talisman of Guardian"		0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
82	*	0	1	1	1	0	0	"Talisman of Item Protection"	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
83	*	0	1	1	1	0	0	"Talisman of Wings of Satan"	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
84	*	0	1	1	1	0	0	"Talisman of Wings of Heaven"	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
85	*	0	1	1	1	0	0	"Talisman of Wings of Elf"	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
86	*	0	1	1	1	0	0	"Talisman of Wing of Curse"	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
87	*	0	1	1	1	0	0	"Talisman of Cape of Emperor"	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
88	*	0	1	1	1	0	0	"Talisman of Wings of Dragon"	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
89	*	0	1	1	1	0	0	"Talisman of Wings of Soul"	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
90	*	0	1	1	1	0	0	"Talisman of Wings of Spirits"	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
91	*	0	1	1	1	0	0	"Talisman of Wing of Despair"	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
92	*	0	1	1	1	0	0	"Talisman of Wings of Darkness"	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
93	*	0	1	1	1	0	0	"Master Seal of Ascension"	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
94	*	0	1	1	1	0	0	"Master Seal of Wealth"		0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
95	*	0	1	1	1	0	0	"Gladiator Honor"		0	255	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
96	*	0	1	1	1	0	0	"Seal of Strength"		0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
103	*	0	1	1	1	0	0	"Party EXP Scroll"		0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
104	*	0	1	1	1	0	0	"Max AG Boost Aura"		0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
105	*	0	1	1	1	0	0	"Max SD Boost Aura"		0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
106	8	0	1	1	1	0	0	"Pet Unicorn"			28	255	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
107	10	0	1	1	1	0	0	"Lethal Wizard Ring"		0	100	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
109	10	0	1	1	1	0	0	"Sapphire Ring"			0	50	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
110	10	0	1	1	1	0	0	"Ruby Ring"			0	50	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
111	10	0	1	1	1	0	0	"Topaz Ring"			0	50	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
112	10	0	1	1	1	0	0	"Amethyst Ring"			0	50	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
113	9	0	1	1	1	0	0	"Ruby Necklace"			0	50	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
114	9	0	1	1	1	0	0	"Emerald Necklace"		0	50	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
115	9	0	1	1	1	0	0	"Sapphire Necklace"		0	50	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
116	10	0	1	1	1	0	0	"Seal of Wealth"		0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
117	*	0	1	1	1	0	0	"Minimum Vitality Potion"	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
118	*	0	1	1	1	0	0	"Low Vitality Potion"		0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
119	*	0	1	1	1	0	0	"Medium Vitality Potion"	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
120	*	0	1	1	1	0	0	"High Vitality Potion"		0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
121	0	0	1	1	1	0	0	"Chaos Castle Event Ticket"	25964	10	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
122	10	0	1	1	1	0	0	"Skeleton Ring"			1	255	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
123	8	0	1	1	1	0	0	"Pet Skeleton"			1	255	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
124	*	0	1	1	1	0	0	"Paid Channel Access Ticket"	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
125	0	0	1	1	1	0	0	"Doppelganger Event Ticket"	29285	10	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
126	*	0	1	1	1	0	0	"Varka Event Ticket"		0	10	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
127	*	0	1	1	1	0	0	"Varka Sunday Event Ticket"	55	3	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
128	*	0	1	1	1	0	0	"Hawk Figurine"			0	255	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
129	*	0	1	1	1	0	0	"Goat Figurine"			0	255	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
130	*	0	1	1	1	0	0	"Oak Charm"			0	255	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
